Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
exponent_rules,exponents_1,5.545454545,6_3_3_7_5_5_6_8_4_6_8,1.909090909,1_1_1_2_1_5_3_1_1_2_3,6,6_5_8_3_6_5_6_9_3_6_9
exponent_rules,simplifying_expressions_with_exponents,6.181818182,8_5_8_7_1_6_5_6_7_7_8,7.454545455,7_9_6_6_9_7_6_9_8_8_7,3.454545455,4_6_4_5_1_3_6_1_2_3_3
exponent_rules,exponents_3,6.181818182,6_3_4_7_5_6_7_8_9_4_9,6.545454545,7_7_8_7_8_2_6_7_8_5_7,4.636363636,6_5_2_4_2_8_6_3_8_4_3
converting_decimals_to_percents,percentage_word_problems_2,5.222222222,5_5_5_4_1_5_7_7_8,7.888888889,8_9_9_6_8_9_8_7_7,2.444444444,1_1_4_4_1_1_3_4_3
converting_decimals_to_percents,converting_percents_to_decimals,7.555555556,7_9_6_8_8_9_5_7_9,5,5_5_1_5_7_5_7_5_5,7.444444444,7_9_6_8_5_9_7_7_9
converting_decimals_to_percents,markup_and_commission_word_problems,6.111111111,7_5_3_6_5_8_7_7_7,7.888888889,7_8_9_9_6_7_8_8_9,2.333333333,2_2_1_2_4_2_2_4_2
converting_decimals_to_percents,converting_decimals_to_fractions_1,7.111111111,7_7_4_8_9_8_7_7_7,5.111111111,5_4_6_3_6_6_2_8_6,7.222222222,7_7_7_8_9_8_8_6_5
converting_decimals_to_percents,converting_decimals_to_fractions_2,6.333333333,7_3_6_8_8_5_6_7_7,6.666666667,5_7_9_4_9_6_5_8_7,4.444444444,6_2_4_8_2_3_8_3_4
measuring_angles,area_of_triangles_1,2.545454545,1_3_1_2_4_1_1_6_6_1_2,5.818181818,3_6_6_7_6_4_7_7_6_6_6,3.181818182,1_4_1_3_4_1_3_4_6_5_3
measuring_angles,congruent_segments,2.272727273,1_3_1_3_3_1_1_3_4_2_3,3.636363636,4_5_2_3_5_2_7_2_5_2_3,3.454545455,1_4_3_5_3_1_3_6_6_2_4
measuring_angles,measuring_segments,2.909090909,1_4_2_3_3_1_1_7_5_2_3,3.818181818,2_6_4_3_5_3_6_2_5_2_4,3.909090909,1_4_4_5_4_2_4_8_4_3_4
measuring_angles,exploring_angle_pairs_1,4.454545455,3_6_1_4_7_5_2_7_6_2_6,5.272727273,3_6_7_3_5_6_4_5_6_6_7,5,4_5_1_7_8_4_6_6_6_5_3
measuring_angles,recognizing_rays_lines_and_line_segments,2,1_3_1_1_2_1_1_3_5_1_3,2.818181818,1_5_3_1_3_2_1_7_3_2_3,4.090909091,1_4_2_2_4_2_8_7_6_4_5
triangle_angles_sum,angles_1,5.181818182,6_7_5_2_4_5_7_3_6_4_8,5.727272727,6_6_8_2_3_5_7_6_7_7_6,4,4_4_4_3_5_3_5_3_3_5_5
triangle_angles_sum,angle_addition_postulate,6.090909091,6_7_7_8_3_7_4_8_4_5_8,7.272727273,7_7_9_7_9_7_8_6_6_6_8,3.090909091,4_3_2_1_1_4_3_4_4_5_3
triangle_angles_sum,triangle_types,5.363636364,8_9_6_3_3_6_6_3_6_2_7,4.636363636,5_5_5_8_7_2_5_2_7_3_2,5.272727273,4_9_7_1_2_7_7_7_3_4_7
triangle_angles_sum,number_line_2,1.454545455,1_1_1_2_1_1_1_4_1_2_1,3.454545455,5_1_3_2_3_5_2_5_7_3_2,1.909090909,1_1_1_2_3_1_1_6_2_1_2
triangle_angles_sum,triangle_angles_1,6.454545455,8_6_7_7_6_6_8_3_7_5_8,6.272727273,7_7_5_9_6_7_5_6_7_7_3,5.181818182,4_3_9_1_4_4_9_4_4_6_9
division_2.9,divisibility_intuition,5,2_2_2_7_8_5_7_8_1_8,5.2,1_2_6_6_6_6_5_5_8_7,4.7,2_8_5_1_7_5_8_7_1_3
division_2.9,radius_diameter_and_circumference,2.3,3_2_1_1_2_1_1_7_1_4,5.7,4_8_3_7_8_6_6_2_7_6,2.7,5_2_6_1_1_1_1_6_1_3
division_2.9,arithmetic_word_problems_1,1.9,3_1_2_1_3_1_1_3_1_3,2.5,4_1_5_1_1_2_6_1_1_3,4.5,5_9_5_1_6_1_4_6_1_7
division_2.9,division_1.5,7.8,5_8_8_8_9_8_8_8_8_8,3,2_2_2_2_3_5_4_2_2_6,7.4,4_8_7_8_9_9_8_8_9_4
division_2.9,graphing_parabolas_0.5,1.5,3_2_1_1_1_1_1_3_1_1,7.8,5_8_7_7_9_9_8_7_9_9,1.8,2_2_5_1_1_1_1_3_1_1
division_2.9,division_2,7.5,5_6_8_7_9_7_8_9_8_8,3.9,2_2_5_2_4_5_4_5_4_6,7.5,6_9_9_8_8_8_8_8_7_4
trigonometry_0.5,distance_formula,2.666666667,3_1_3_1_1_6_1_6_2,4.333333333,4_6_7_4_1_3_9_4_1,2.777777778,2_1_5_1_1_6_1_6_2
trigonometry_0.5,systems_of_equations_with_elimination_0.5,1.444444444,2_1_1_1_1_2_1_2_2,4,4_8_1_4_2_4_8_3_2,2.222222222,3_1_1_1_1_4_1_2_6
trigonometry_0.5,factoring_difference_of_squares_3,1.888888889,4_1_1_1_1_4_1_1_3,5.444444444,3_8_9_4_5_5_9_4_2,2.333333333,3_1_1_1_1_5_1_2_6
trigonometry_0.5,linear_equations_2,2.111111111,2_1_4_1_1_2_1_3_4,3.666666667,3_3_4_2_6_5_6_2_2,3.111111111,3_1_4_1_1_6_1_4_7
trigonometry_0.5,pythagorean_theorem_1,4.555555556,6_1_3_1_7_7_1_7_8,3.666666667,1_7_3_4_3_4_8_1_2,3.888888889,4_1_5_2_7_5_1_7_3
trigonometry_0.5,degrees_to_radians,2.777777778,3_1_2_1_1_4_1_7_5,5.777777778,9_6_6_4_7_3_7_4_6,3,4_1_3_1_1_6_1_6_4
trigonometry_0.5,trigonometry_1,8.888888889,9_9_9_9_9_9_9_8_9,5.444444444,5_5_5_6_5_6_5_6_6,7.333333333,9_8_9_8_9_4_9_7_3
triangle_angles_1,graphing_parabolas_1,1.6,2_1_1_1_3,7.2,3_8_9_9_7,1.6,3_1_1_1_2
triangle_angles_1,angle_bisector_theorem,4.4,7_2_3_2_8,7.4,6_8_8_8_7,2.8,4_1_2_3_4
triangle_angles_1,angle_addition_postulate,5.2,7_6_4_2_7,7.8,7_7_9_9_7,2.4,4_3_1_1_3
triangle_angles_1,proportions_2,1.2,1_1_1_1_2,7.2,6_6_9_9_6,1.2,2_1_1_1_1
triangle_angles_1,angles_1,6.2,7_6_6_5_7,5.4,5_7_7_6_2,5.6,9_4_5_4_6
triangle_angles_1,triangle_types,7.2,9_7_7_6_7,4,5_4_5_5_1,7.4,9_8_6_7_7
triangle_angles_1,vertical_angles,5.4,6_6_5_3_7,3.2,3_2_5_1_5,5,7_6_3_4_5
markup_and_commission_word_problems,percentage_word_problems_1,7.1,8_3_8_6_9_9_8_5_7_8,5.1,6_3_5_6_5_5_5_5_7_4,6.3,4_6_6_7_8_5_7_5_7_8
markup_and_commission_word_problems,discount_tax_and_tip_word_problems,7.4,9_3_8_7_9_9_8_5_8_8,4.7,5_2_5_5_5_5_5_5_5_5,6.9,8_6_8_6_9_5_8_5_7_7
markup_and_commission_word_problems,converting_percents_to_decimals,5.4,4_5_7_4_8_6_6_3_5_6,2.1,1_1_4_3_1_1_2_2_5_1,7.4,8_9_8_7_9_8_8_7_6_4
markup_and_commission_word_problems,converting_decimals_to_fractions_2,4.2,3_4_6_2_2_8_4_3_4_6,3.8,7_2_6_3_6_1_4_2_5_2,5.4,4_7_5_4_4_9_6_8_5_2
volume_space,volume_container_hight,6.909090909,4_6_6_8_8_9_4_6_8_9_8,5.636363636,6_7_1_5_6_6_2_8_7_9_5,5.090909091,3_6_5_8_4_7_2_3_8_1_9
volume_space,volume_box,8.636363636,8_9_9_8_9_8_9_9_9_9_8,4.909090909,5_5_5_5_5_5_5_8_5_1_5,7.818181818,7_6_9_4_9_7_9_8_9_9_9
volume_space,surface_area_of_rectangular_boxes,5.181818182,4_5_6_4_4_7_3_4_8_9_3,4.272727273,3_8_1_1_6_5_7_5_6_1_4,5.636363636,5_3_5_6_6_7_5_7_8_9_1
volume_space,area_of_squares_and_rectangles,6.636363636,8_7_6_8_6_8_6_6_6_9_3,2.545454545,2_8_1_5_2_1_1_3_3_1_1,5.818181818,8_7_4_8_6_7_4_7_8_4_1
volume_space,area_1,7,8_8_6_6_6_8_6_8_8_9_4,2.454545455,2_6_1_5_3_1_1_3_3_1_1,6.545454545,8_8_4_7_7_7_4_8_9_9_1
shaded_areas,areas_of_circles_and_sectors,4.1,3_5_1_7_3_2_8_3_3_6,5.4,5_9_7_3_3_8_3_5_6_5,4.1,5_4_1_6_2_3_8_3_4_5
shaded_areas,circles_and_arcs,2.6,4_3_1_1_2_2_7_1_2_3,5,5_3_7_1_7_8_4_5_5_5,3.2,5_2_1_2_2_1_7_5_6_1
shaded_areas,herons_formula,4.2,5_6_1_1_3_5_8_1_4_8,6.1,3_8_7_8_9_9_3_5_5_4,4.2,3_4_1_2_1_2_8_5_7_9
shaded_areas,area_of_parallelograms,4.9,4_7_4_9_6_5_1_2_4_7,2.9,2_1_2_1_9_1_2_2_8_1,4.9,4_8_2_8_5_4_3_6_8_1
shaded_areas,sectors_as_fraction_of_circles_1,3.1,5_1_1_3_3_1_7_2_5_3,3,5_1_3_1_3_4_3_2_5_3,2.9,4_1_1_3_2_1_7_3_6_1
graphing_inequalities,permutations_1,2.090909091,2_2_2_1_1_3_1_4_3_2_2,4.818181818,7_1_3_3_6_3_7_7_8_3_5,2.545454545,2_2_7_1_1_4_1_3_2_3_2
graphing_inequalities,graphing_systems_of_equations,7.181818182,6_8_6_8_6_7_8_8_9_5_8,4.818181818,6_4_7_6_4_4_7_5_1_4_5,6.272727273,4_7_7_3_4_6_7_7_9_6_9
graphing_inequalities,graphing_linear_equations,7.545454545,8_7_7_9_7_6_9_8_9_5_8,3.909090909,4_4_6_5_3_4_5_3_1_4_4,7.727272727,7_8_7_9_8_6_9_7_9_6_9
prime_factorization,composite_numbers,6.727272727,3_8_7_8_5_9_7_7_6_6_8,3.454545455,8_6_2_3_1_1_5_2_2_4_4,7.181818182,7_4_7_8_6_7_8_8_8_7_9
prime_factorization,divisibility_0.5,7,9_8_8_6_9_8_7_4_6_4_8,3.545454545,5_2_5_4_1_2_6_3_4_3_4,6.727272727,7_8_6_6_7_6_7_7_6_5_9
prime_factorization,divisibility,5.727272727,9_7_9_3_4_4_7_3_6_3_8,5.909090909,7_7_7_7_7_6_8_2_7_3_4,4.727272727,6_3_6_2_3_3_7_7_3_5_7
prime_factorization,prime_numbers,7.363636364,8_9_8_8_2_9_8_8_7_6_8,3,3_5_1_3_2_2_2_5_2_4_4,6.909090909,6_7_7_8_8_6_7_2_9_7_9
volume_box_nocover,volume_container_hight,6.25,7_7_3_8_3_7_3_8_7_7_7_8,4.166666667,2_3_4_2_8_6_3_3_4_6_6_3,6.333333333,6_7_6_8_3_6_4_7_6_7_7_9
volume_box_nocover,volume_box,7.916666667,8_8_8_9_6_9_8_8_8_7_8_8,4.416666667,2_5_4_3_8_5_3_5_4_5_5_4,6.333333333,7_5_8_8_2_9_8_5_6_7_2_9
volume_box_nocover,area_of_squares_and_rectangles,5.25,5_7_2_2_6_7_5_8_6_6_5_4,1.833333333,1_2_1_1_1_4_2_2_3_2_2_1,6.5,7_7_6_7_9_5_6_8_8_8_5_2
volume_box_nocover,volume_space,8,8_8_9_9_4_9_8_9_8_6_9_9,4.25,3_5_5_6_2_5_3_5_4_4_5_4,7.333333333,7_5_9_7_7_9_8_5_7_7_8_9
ratio_discount,ratio_word_problems,5.444444444,7_3_2_9_7_1_6_7_7,6.222222222,3_7_9_5_6_7_8_5_6,4.222222222,7_3_3_6_4_2_2_6_5
ratio_discount,expressing_ratios_as_fractions,5.222222222,6_4_1_8_6_2_6_7_7,3.333333333,2_2_3_4_3_3_7_3_3,4.888888889,7_3_1_8_7_2_3_7_6
ratio_discount,ratio_money,6.777777778,7_7_7_9_7_2_6_8_8,6.666666667,6_7_8_5_7_8_8_5_6,4.666666667,4_8_5_6_3_3_2_7_4
recognizing_rays_lines_and_line_segments,congruent_segments,5.2,7_6_8_6_6_6_1_2_7_4_4_8_3_4_6,6.066666667,5_5_6_6_6_7_3_6_6_7_9_5_7_7_6,3.866666667,6_4_9_4_4_3_3_2_6_2_1_5_3_3_3
recognizing_rays_lines_and_line_segments,volume_of_rectangular_boxes_3,1.733333333,1_3_1_1_3_1_1_1_2_1_1_6_2_1_1,7.466666667,8_5_9_9_7_9_6_7_7_8_9_7_7_8_6,1.8,1_4_1_1_3_1_2_1_4_1_1_2_2_2_1
recognizing_rays_lines_and_line_segments,area_of_a_circle,1.466666667,1_1_1_1_3_1_1_1_1_1_1_4_2_1_2,7.8,9_8_7_7_7_8_9_9_8_7_8_7_9_8_6,1.666666667,1_1_1_1_3_1_1_1_2_1_2_3_2_2_3
recognizing_rays_lines_and_line_segments,area_of_squares_and_rectangles,1.933333333,1_4_1_1_3_1_1_1_2_1_2_6_1_1_3,6.4,6_5_4_6_7_5_7_7_7_6_8_7_8_7_6,2.2,1_4_1_1_3_1_2_1_5_1_2_3_2_3_3
proportions_1,expressing_ratios_as_fractions,6.636363636,5_8_8_8_4_5_9_6_6_6_8,4.272727273,4_5_7_3_2_2_5_7_4_4_4,6.272727273,7_8_3_8_5_7_8_3_6_6_8
proportions_1,ratio_word_problems,6.818181818,8_3_7_7_6_5_9_7_9_6_8,5.454545455,7_7_8_4_3_5_5_7_3_4_7,5.454545455,7_4_2_8_5_5_9_3_8_6_3
proportions_1,simplifying_fractions,5.454545455,2_8_8_4_2_6_8_6_4_4_8,2.909090909,1_5_1_4_1_2_3_2_4_6_3,5.909090909,2_8_8_4_5_7_9_8_4_4_6
proportions_1,proportions_2,7.909090909,8_9_9_7_7_7_9_8_8_7_8,6.545454545,6_6_6_7_8_6_6_8_7_6_6,3.909090909,7_6_4_4_4_4_3_2_2_4_3
proportions_1,writing_proportions,7,6_6_9_8_6_5_9_8_9_4_7,5.181818182,8_7_1_6_7_5_5_8_3_3_4,5.545454545,5_3_9_4_4_5_9_2_7_6_7
fractions_on_the_number_line_1,number_line_2,7.636363636,9_8_8_7_7_8_8_8_7_7_7,4.636363636,5_5_5_1_6_5_4_4_5_4_7,6.636363636,9_7_7_8_4_7_6_7_6_8_4
fractions_on_the_number_line_1,equivalent_fractions,5.545454545,6_5_6_4_7_6_2_7_7_4_7,4.545454545,5_6_3_6_5_5_2_5_2_7_4,5.545454545,4_5_4_3_7_5_8_6_8_4_7
fractions_on_the_number_line_1,order_of_operations,3.181818182,1_6_2_4_3_1_2_7_4_3_2,6.272727273,8_6_8_7_6_9_1_7_6_4_7,3.181818182,1_4_1_3_4_1_9_3_3_4_2
fractions_on_the_number_line_1,recognizing_fractions_0.5,7.545454545,9_7_7_9_6_9_3_9_8_8_8,3.818181818,5_5_5_5_3_5_1_5_1_5_2,7.272727273,9_5_6_5_7_9_9_6_8_8_8
angle_addition_postulate,vertical_angles,5.357142857,4_6_4_6_4_6_8_3_3_9_6_6_4_6,2.5,2_5_1_2_1_3_5_1_1_5_3_3_2_1,5.214285714,7_6_4_8_5_6_9_3_3_5_7_3_6_1
angle_addition_postulate,triangle_types,4.857142857,6_6_2_6_3_3_8_6_4_3_7_6_2_6,2.5,3_4_1_2_1_3_4_1_3_1_5_3_3_1,4.857142857,7_7_4_6_2_3_8_2_4_8_5_7_4_1
angle_addition_postulate,exploring_angle_pairs_1,6,4_7_5_6_6_7_9_7_6_8_7_3_4_5,2.857142857,2_3_2_2_5_3_5_2_3_2_3_2_3_3,6,7_7_7_7_5_6_9_3_6_8_7_6_4_2
angle_addition_postulate,midpoint_of_a_segment,4.857142857,7_6_2_4_6_6_5_1_6_6_6_3_4_6,3.714285714,4_5_2_3_5_5_5_1_5_1_5_3_3_5,5,8_6_4_4_8_2_4_1_5_9_6_3_5_5
proportions_2,proportions_1,8.153846154,8_9_9_9_9_8_9_9_8_6_6_8_8,3.153846154,5_4_3_4_1_3_2_2_4_4_3_2_4,8,6_9_9_9_9_7_9_8_8_7_6_8_9
proportions_2,expressing_ratios_as_fractions,5.153846154,7_2_6_7_7_3_6_8_4_3_4_3_7,2.230769231,2_1_4_3_4_1_1_3_3_2_2_2_1,5.384615385,7_1_6_8_7_3_5_8_3_3_7_8_4
proportions_2,simplifying_fractions,4.615384615,7_2_6_7_6_3_6_4_2_4_4_2_7,2.076923077,2_1_2_3_2_2_1_1_5_2_2_3_1,4.923076923,8_1_7_7_6_3_5_6_5_3_8_3_2
parallel_lines_2,congruent_angles,6.454545455,7_7_7_8_4_5_8_1_8_7_9,3.090909091,2_2_2_4_2_5_5_2_3_3_4,6.909090909,5_7_8_8_3_5_9_8_7_7_9
parallel_lines_2,corresponding_angles_2,5.727272727,7_7_8_3_6_7_1_1_8_7_8,4.090909091,4_4_3_4_3_3_5_5_5_4_5,7.545454545,8_8_8_7_8_5_9_5_8_8_9
parallel_lines_2,alternate_exterior_angles_2,5.909090909,7_8_8_7_5_4_1_1_8_7_9,4.818181818,5_6_2_6_3_5_5_5_7_4_5,6.818181818,9_7_8_3_6_5_9_5_7_7_9
parallel_lines_2,congruency_postulates,2,1_1_1_3_1_2_1_4_2_2_4,6.727272727,7_9_9_6_4_7_8_7_8_7_2,2.363636364,1_1_1_5_1_5_1_3_2_3_3
multiplying_expressions_1,graphing_points,1.666666667,3_2_1_1_2_1_1_3_1,1.777777778,5_1_1_1_2_2_1_2_1,3.555555556,2_8_1_2_8_1_1_4_5
multiplying_expressions_1,converting_mixed_numbers_and_improper_fractions,1.666666667,2_2_1_2_2_1_1_3_1,2.666666667,1_2_1_8_2_3_2_4_1,3,1_8_1_3_8_1_1_3_1
multiplying_expressions_1,factoring_difference_of_squares_1,6.444444444,7_4_6_7_7_7_5_7_8,5.888888889,7_7_2_8_7_6_4_7_5,4.555555556,4_3_5_3_3_4_6_4_9
multiplying_expressions_1,scientific_notation,2.666666667,3_4_1_6_3_1_1_3_2,4.444444444,1_7_1_7_8_6_1_6_3,2.666666667,2_2_1_4_3_1_1_3_7
multiplying_expressions_1,multiplying_expressions_0.5,8.222222222,8_8_8_8_8_8_8_9_9,4.555555556,6_6_3_6_5_4_4_4_3,7.222222222,7_3_9_7_5_9_8_8_9
multiplying_expressions_1,multiplying_polynomials,7.222222222,2_7_8_9_8_9_7_7_8,6.111111111,9_7_5_6_5_6_6_6_5,5.555555556,2_3_8_4_5_7_6_6_9
multiplying_expressions_1,adding_and_subtracting_polynomials,5,4_6_3_8_8_4_2_4_6,4,6_2_2_6_7_3_2_3_5,5.111111111,7_8_5_6_3_3_3_6_5
alternate_interior_angles_2,direct_and_inverse_variation,2.2,2_6_1_1_1_3_1_2_3_2,5.8,1_3_9_7_9_2_9_8_7_3,2.4,4_6_1_1_1_3_1_2_4_1
alternate_interior_angles_2,corresponding_angles_2,6.4,7_8_8_8_6_4_8_2_5_8,4.5,4_4_5_3_5_4_5_5_5_5,7.1,6_9_9_8_7_4_7_7_5_9
alternate_interior_angles_2,parallel_lines_1,6.7,3_9_9_7_7_8_2_7_8_7,2.5,5_4_1_4_2_2_1_3_2_1,6.2,3_9_9_7_6_8_5_7_7_1
alternate_interior_angles_2,parallel_lines_2,6,8_9_8_7_6_4_3_2_5_8,5.7,5_5_5_4_6_9_6_7_5_5,6.2,7_8_9_8_7_2_4_3_5_9
alternate_interior_angles_2,alternate_interior_angles,7.5,8_9_9_9_9_9_2_6_6_8,3.5,5_3_4_5_2_2_8_1_3_2,7.3,7_9_9_9_9_8_8_6_7_1
division_4,dividing_decimals_1,8.1,9_7_7_9_7_9_9_8_8_8,5.3,4_5_7_6_4_3_8_5_4_7,5.5,5_8_8_4_7_6_2_3_8_4
division_4,time_units_transformation_1,3.7,7_7_1_2_1_1_3_6_4_5,3.1,6_3_3_1_4_1_1_3_3_6,2.9,4_6_1_1_2_1_4_4_3_3
division_4,division_2,8.6,9_9_9_9_8_9_9_8_8_8,2.3,3_2_5_1_4_1_1_2_2_2,7.9,9_9_9_6_9_7_9_8_7_6
division_4,division_3,8.2,9_9_9_9_8_9_9_6_7_7,3.6,4_1_5_5_3_4_1_6_5_2,7.3,8_9_9_7_8_6_7_6_7_6
division_4,multiplication_4,6.3,7_6_7_8_4_9_8_3_4_7,3.8,3_2_5_6_5_5_1_3_5_3,7.2,7_8_7_8_7_9_7_6_6_7
congruent_triangles_2,congruent_triangles_1,7.666666667,9_8_2_9_9_9_5_9_9,4.555555556,5_6_2_6_5_5_5_5_2,7.777777778,8_7_8_8_9_9_6_8_7
congruent_triangles_2,congruency_postulates,6.333333333,6_5_4_9_6_7_3_8_9,4.333333333,7_8_1_5_7_1_5_4_1,6.888888889,5_4_8_8_4_9_7_9_8
congruent_triangles_2,absolute_value_equations,1.555555556,1_1_2_2_1_1_1_2_3,6.111111111,5_9_2_8_4_7_9_4_7,2.666666667,2_1_8_1_1_3_1_4_3
congruent_triangles_2,parallel_lines_2,5.111111111,6_7_5_6_1_9_2_2_8,4.222222222,1_7_2_6_3_5_7_4_3,5.222222222,5_5_8_3_3_9_3_3_8
congruent_triangles_2,degrees_to_radians,2.555555556,4_1_2_3_1_3_1_2_6,6.555555556,6_9_2_8_6_5_9_7_7,3.888888889,6_1_8_2_3_9_1_2_3
congruent_triangles_2,probability_1,1.111111111,1_1_2_1_1_1_1_1_1,5.666666667,4_7_3_7_7_5_9_6_3,2.444444444,4_2_8_2_1_1_1_1_2
angles_1,absolute_value_add_sub,2.25,1_1_1_1_1_8_4_1,5.125,4_3_4_9_7_3_5_6,3.125,6_1_1_1_1_8_4_3
angles_1,angle_addition_postulate,6.5,7_5_7_5_5_8_7_8,7,7_8_6_8_9_7_6_5,5,3_3_7_2_2_9_6_8
angles_1,multiplying_expressions_0.5,1.25,2_1_1_1_1_2_1_1,6,4_6_4_8_6_8_5_7,1.5,2_1_1_2_1_2_2_1
angles_1,exponents_1,1.5,4_1_1_1_1_1_2_1,3.625,1_1_2_9_1_3_5_7,2.5,7_1_1_1_1_2_4_3
angles_1,triangle_angles_1,6.375,7_5_6_5_5_8_7_8,4.125,5_3_3_8_2_4_4_4,6.25,7_5_6_3_6_7_7_9
angles_1,angles_2,8.125,8_8_9_7_9_7_9_8,6.75,7_7_6_8_5_7_8_6,5.625,3_7_8_4_9_6_4_4
angles_1,triangle_types,3.875,6_1_1_4_1_4_6_8,3,5_1_2_6_1_4_4_1,3.75,8_1_1_3_3_3_7_4
multiplying_fractions,multiplying_mixed_numbers_1,7,6_9_9_8_9_7_6_8_6_8_5_4_4_8_8,6.533333333,6_6_8_7_5_7_9_7_6_5_5_6_8_7_6,4.6,4_4_4_6_4_5_2_6_4_7_5_4_4_7_3
multiplying_fractions,simplifying_fractions,5.066666667,2_8_2_3_7_8_6_7_2_2_5_5_7_6_6,3.733333333,1_3_1_2_6_5_2_2_7_2_8_7_3_5_2,4.8,3_8_3_2_4_7_4_4_6_2_7_3_6_6_7
multiplying_fractions,adding_and_subtracting_negative_numbers,2.933333333,1_5_1_6_1_3_4_1_3_2_3_3_3_4_4,2.666666667,1_3_4_1_1_1_5_1_2_2_7_2_3_3_4,3.133333333,2_6_1_2_1_3_3_1_1_2_7_7_4_6_1
multiplying_fractions,dividing_fractions_0.5,6.866666667,8_8_5_6_8_9_4_8_6_7_8_4_7_7_8,6.066666667,5_6_7_6_6_5_7_7_5_7_7_6_5_5_7,5.533333333,7_4_6_4_3_6_3_7_8_6_8_4_7_7_3
multiplying_fractions,multiplying_fractions_0.5,8.533333333,8_8_9_9_9_9_7_9_8_9_9_9_9_8_8,4.8,5_5_5_5_5_5_3_5_5_5_5_5_5_5_4,7.6,7_7_9_9_7_9_7_9_9_7_5_5_8_8_8
hundred_million_adding_and_subtracting,number_line_2,3.8,3_3_1_1_1_1_9_6_6_7,3.1,2_3_1_3_8_1_2_4_3_4,4.1,6_5_1_1_5_2_7_6_4_4
hundred_million_adding_and_subtracting,place_value,6,9_5_7_6_9_4_4_6_3_7,1.7,1_1_1_3_1_1_1_3_2_3,6.2,9_8_8_7_9_1_6_8_2_4
hundred_million_adding_and_subtracting,subtracting_decimals_0.5,6.7,9_8_3_2_8_8_9_7_6_7,3.6,5_1_5_3_5_1_3_4_4_5,5,4_7_7_3_6_7_7_1_3_5
hundred_million_adding_and_subtracting,decimals_on_the_number_line_2,3.9,2_3_3_1_4_5_8_3_5_5,3.9,2_3_1_4_7_1_8_7_2_4,3,3_5_3_1_4_4_2_1_3_4
angles_2,triangle_types,3.583333333,4_7_2_1_2_2_3_2_5_6_3_6,2.333333333,1_3_1_2_1_2_8_1_2_1_4_2,4.25,8_7_1_1_2_3_5_7_3_7_5_2
angles_2,vertical_angles,6.833333333,7_7_4_6_7_9_8_6_6_7_7_8,2.833333333,4_2_1_1_1_2_4_1_1_9_4_4,5.916666667,6_7_3_3_5_8_7_6_2_9_7_8
angles_2,angles_1,8,8_7_9_9_8_8_7_8_7_9_8_8,4.166666667,5_4_2_5_3_3_5_5_3_5_5_5,7.666666667,7_7_9_9_9_7_8_5_7_9_7_8
angles_2,areas_of_trapezoids,2.166666667,2_3_1_1_1_2_3_2_4_2_3_2,3.416666667,1_7_2_3_8_2_2_2_5_2_5_2,2.5,1_3_1_1_1_2_4_6_1_6_3_1
variance,plotting_the_line_of_best_fit,3.1,1_1_1_4_4_1_2_6_4_7,3.5,3_3_2_4_2_9_2_3_3_4,4.3,1_1_1_7_7_1_7_6_5_7
variance,mean_median_and_mode,3.3,1_1_1_5_6_1_3_4_3_8,1.9,1_1_1_2_1_1_5_3_2_2,4.8,1_1_1_5_8_9_5_6_5_7
variance,creating_box_and_whisker_plots,3.7,1_2_1_5_6_1_8_4_2_7,3.1,1_5_1_2_2_2_7_4_3_4,4.2,1_1_1_5_7_9_3_5_4_6
variance,exploring_mean_and_median,4.7,2_6_1_5_6_1_7_7_4_8,2.7,1_7_2_2_1_1_5_3_3_2,5.4,1_6_1_4_8_9_5_8_6_6
dividing_fractions_0.5,dividing_fractions_word_problems,7.666666667,7_6_8_9_8_8,6.5,7_6_7_8_5_6,4.5,4_5_4_3_8_3
dividing_fractions_0.5,multiplying_fractions_0.5,7.666666667,8_6_7_8_8_9,3.833333333,5_2_4_3_5_4,8.333333333,8_7_8_9_9_9
dividing_fractions_0.5,equivalent_fractions,4.333333333,3_2_6_5_2_8,2.666666667,5_1_3_1_1_5,4.333333333,5_3_4_5_4_5
dividing_fractions_0.5,multiplying_fractions,7.5,8_6_7_8_8_8,3.833333333,5_2_4_3_5_4,7.666666667,6_7_8_8_8_9
dividing_fractions_0.5,writing_proportions,4.166666667,5_1_6_4_1_8,6.5,6_9_6_1_9_8,2.5,3_1_4_4_1_2
dividing_fractions_0.5,fraction_word_problems_1,4.333333333,5_1_4_6_2_8,2.833333333,1_6_2_3_4_1,3.166666667,4_1_3_5_3_3
dividing_fractions_0.5,simplifying_fractions,4.166666667,3_1_6_7_1_7,1.5,1_1_3_1_1_2,4.833333333,4_2_6_8_2_7
representing_numbers,number_line,5.454545455,4_5_6_4_2_9_6_4_8_6_6,4.818181818,4_4_4_5_6_5_3_4_7_5_6,4.090909091,3_5_5_4_1_5_7_6_3_5_1
representing_numbers,addition_2,4.545454545,4_3_7_4_2_7_4_4_3_4_8,5.363636364,4_3_7_5_1_9_7_3_6_6_8,3.363636364,4_2_4_5_2_1_4_7_2_5_1
ordering_numbers,ordering_fractions,7.5,9_8_8_7_8_8_9_8_9_6_4_6,4.333333333,3_5_1_3_5_6_3_1_7_3_6_9,7,9_9_9_7_7_9_9_9_3_7_5_1
